subarea_name,category_name,room_count,size (sqrt),property_type,price (RM),district_penang,location_penang
Teluk Kumbar,House,4,1600.0,Freehold,650000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1000.0,Freehold,540000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,1100.0,Leasehold,638000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,1012.0,Leasehold,600000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Nibong Tebal,House,3,1600.0,Freehold,550000,South Seberang Perai,Mainland
Tanjung Bungah,Apartment / Condominium,3,1512.0,Freehold,988000,North East Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Freehold,399000,North Seberang Perai,Mainland
Relau,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Leasehold,399000,North Seberang Perai,Mainland
Balik Pulau,House,3,1200.0,Freehold,410000,South West Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Nibong,House,3,1400.0,Freehold,795000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Batu Ferringhi,Apartment / Condominium,4,2100.0,Freehold,1080000,North East Penang Island,Island
Relau,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Butterworth,Apartment / Condominium,3,938.0,Freehold,520000,North Seberang Perai,Mainland
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1100.0,Leasehold,568000,North East Penang Island,Island
Batu Kawan,House,4,2400.0,Freehold,1080000,South Seberang Perai,Mainland
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Simpang Ampat,House,3,938.0,Leasehold,399000,South Seberang Perai,Mainland
Balik Pulau,House,3,1166.0,Freehold,680000,South West Penang Island,Island
Bukit Mertajam,House,4,1400.0,Freehold,630000,Central Seberang Perai,Mainland
Bayan Baru,House,4,2400.0,Leasehold,1080000,South West Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2177.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1050000,South West Penang Island,Island
Simpang Ampat,House,4,2280.0,Freehold,580000,South Seberang Perai,Mainland
Bayan Lepas,Apartment / Condominium,3,1200.0,Freehold,700000,South West Penang Island,Island
Bayan Lepas,House,4,1000.0,Leasehold,650000,South West Penang Island,Island
Bayan Baru,House,4,1500.0,Leasehold,750000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,1800.0,Freehold,950000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1050000,South West Penang Island,Island
Bayan Baru,House,4,2400.0,Leasehold,980000,South West Penang Island,Island
Bukit Jambul,Apartment / Condominium,3,1090.0,Freehold,440000,North East Penang Island,Island
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bertam,House,3,1200.0,Freehold,399000,North Seberang Perai,Mainland
Sungai Ara,House,4,2400.0,Freehold,1000000,South West Penang Island,Island
Bayan Baru,House,3,1000.0,Freehold,550000,South West Penang Island,Island
Bayan Baru,House,3,1500.0,Leasehold,900000,South West Penang Island,Island
Bayan Baru,House,4,2344.0,Freehold,1080000,South West Penang Island,Island
Bayan Lepas,House,3,1000.0,Leasehold,550000,South West Penang Island,Island
Sungai Ara,House,4,1800.0,Freehold,1080000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,1249.0,Freehold,1020000,North East Penang Island,Island
Sungai Nibong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,3,1338.0,Freehold,810000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1114.0,Leasehold,590000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1900.0,Leasehold,1080000,North East Penang Island,Island
Balik Pulau,House,4,2400.0,Freehold,598000,South West Penang Island,Island
Bayan Lepas,House,3,1000.0,Freehold,550000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,3,1400.0,Freehold,780000,South West Penang Island,Island
Sungai Ara,House,4,2000.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1095.0,Freehold,620000,South West Penang Island,Island
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bertam,House,4,1292.0,Freehold,399000,North Seberang Perai,Mainland
Bukit Mertajam,Apartment / Condominium,3,1235.0,Freehold,415000,Central Seberang Perai,Mainland
Sungai Ara,House,4,2000.0,Freehold,849000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Relau,Apartment / Condominium,3,1162.0,Freehold,605000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,1064.0,Leasehold,499000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1000.0,Freehold,628000,North East Penang Island,Island
Bertam,House,4,1292.0,Freehold,420000,North Seberang Perai,Mainland
Teluk Kumbar,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Teluk Kumbar,House,4,2300.0,Freehold,850000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,1800.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2100.0,Freehold,1080000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1047.0,Freehold,675000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Perai,Apartment / Condominium,3,1040.0,Freehold,399000,Central Seberang Perai,Mainland
Bukit Mertajam,House,4,2400.0,Freehold,698000,Central Seberang Perai,Mainland
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Jelutong,Apartment / Condominium,4,1392.0,Freehold,878000,North East Penang Island,Island
Greenlane,Apartment / Condominium,4,1272.0,Freehold,598000,North East Penang Island,Island
Greenlane,House,4,2000.0,Freehold,1080000,North East Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bayan Lepas,House,4,2208.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bayan Lepas,House,4,1600.0,Freehold,668000,South West Penang Island,Island
Bayan Lepas,House,4,1378.0,Freehold,568000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,4,1650.0,Freehold,550000,North East Penang Island,Island
Simpang Ampat,Apartment / Condominium,3,938.0,Freehold,399000,South Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Sungai Ara,Apartment / Condominium,3,1095.0,Freehold,560000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bayan Baru,Apartment / Condominium,3,1100.0,Freehold,530000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,4,2400.0,Freehold,840000,North East Penang Island,Island
Bukit Jambul,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1000.0,Freehold,530000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1450.0,Leasehold,820000,North East Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,1050000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Jelutong,Apartment / Condominium,3,1032.0,Freehold,780000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Alma,House,3,1100.0,Freehold,399000,Central Seberang Perai,Mainland
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bayan Lepas,House,4,2400.0,Freehold,980000,South West Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Simpang Ampat,House,3,1000.0,Freehold,399000,South Seberang Perai,Mainland
Batu Maung,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Butterworth,House,4,2400.0,Freehold,1080000,North Seberang Perai,Mainland
Alma,House,3,1100.0,Freehold,399000,Central Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,938.0,Leasehold,400000,North Seberang Perai,Mainland
Bayan Lepas,House,3,1400.0,Freehold,790000,South West Penang Island,Island
Bayan Baru,House,4,1500.0,Leasehold,649000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1450.0,Freehold,724000,North East Penang Island,Island
Greenlane,House,4,2200.0,Freehold,1080000,North East Penang Island,Island
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Greenlane,House,4,2000.0,Freehold,1080000,North East Penang Island,Island
Greenlane,House,4,2065.0,Freehold,1080000,North East Penang Island,Island
Teluk Kumbar,Apartment / Condominium,3,938.0,Freehold,399000,South West Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1130.0,Freehold,840000,North East Penang Island,Island
Kepala Batas,House,4,2400.0,Freehold,550000,North Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Leasehold,428000,North East Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Alma,House,4,2400.0,Freehold,600000,Central Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,445000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1450.0,Leasehold,688000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Batu Ferringhi,Apartment / Condominium,3,1494.0,Freehold,788000,North East Penang Island,Island
Bukit Mertajam,House,4,938.0,Freehold,400000,Central Seberang Perai,Mainland
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,980.0,Freehold,695000,North East Penang Island,Island
Batu Ferringhi,Apartment / Condominium,3,938.0,Freehold,410000,North East Penang Island,Island
Gelugor,Apartment / Condominium,4,1550.0,Freehold,760000,North East Penang Island,Island
Sungai Ara,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,1050000,Central Seberang Perai,Mainland
Sungai Ara,House,4,2400.0,Freehold,1020000,South West Penang Island,Island
Tanjong Tokong,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bukit Mertajam,Apartment / Condominium,3,1162.0,Freehold,460000,Central Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,1000.0,Freehold,470000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Tanjung Bungah,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Batu Kawan,House,4,2400.0,Freehold,1080000,South Seberang Perai,Mainland
Batu Kawan,House,4,2016.0,Leasehold,520000,South Seberang Perai,Mainland
Bukit Jambul,Apartment / Condominium,4,1431.0,Leasehold,835000,North East Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Leasehold,399000,South West Penang Island,Island
Ayer Itam,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Jelutong,Apartment / Condominium,4,1968.0,Freehold,1080000,North East Penang Island,Island
Georgetown,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Simpang Ampat,House,4,1044.0,Freehold,450000,South Seberang Perai,Mainland
Bukit Jambul,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,1409.0,Freehold,1080000,North East Penang Island,Island
Simpang Ampat,House,3,1000.0,Freehold,399000,South Seberang Perai,Mainland
Batu Uban,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Jelutong,Apartment / Condominium,4,1250.0,Freehold,750000,North East Penang Island,Island
Batu Ferringhi,Apartment / Condominium,3,938.0,Freehold,399000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,3,1000.0,Freehold,430000,North East Penang Island,Island
Gelugor,Apartment / Condominium,3,938.0,Leasehold,399000,North East Penang Island,Island
Greenlane,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bertam,House,4,1300.0,Freehold,425000,North Seberang Perai,Mainland
Butterworth,House,4,1506.0,Freehold,1080000,North Seberang Perai,Mainland
Jelutong,Apartment / Condominium,3,938.0,Leasehold,440000,North East Penang Island,Island
Bukit Mertajam,House,4,1760.0,Freehold,850000,Central Seberang Perai,Mainland
Butterworth,Apartment / Condominium,3,947.0,Freehold,399000,North Seberang Perai,Mainland
Bayan Lepas,House,4,2369.0,Freehold,1080000,South West Penang Island,Island
Bukit Mertajam,House,4,2400.0,Freehold,680000,Central Seberang Perai,Mainland
Gelugor,House,4,2400.0,Freehold,1080000,North East Penang Island,Island
Bayan Lepas,House,4,2360.0,Freehold,1080000,South West Penang Island,Island
Bayan Baru,House,4,2400.0,Freehold,1080000,South West Penang Island,Island
Tanjung Bungah,House,3,1400.0,Freehold,678000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1047.0,Freehold,980000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1047.0,Freehold,750000,North East Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1047.0,Freehold,1050000,North East Penang Island,Island
Ayer Itam,Apartment / Condominium,4,1262.0,Freehold,750000,North East Penang Island,Island
Teluk Kumbar,House,4,2400.0,Freehold,980000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,938.0,Freehold,470000,South West Penang Island,Island
Bayan Lepas,Apartment / Condominium,3,1623.0,Freehold,830000,South West Penang Island,Island
Tanjong Tokong,Apartment / Condominium,3,1047.0,Freehold,800000,North East Penang Island,Island
