property_name,property_listing,property_type
For Sale - Raffel Tower,https://www.propertyguru.com.my/property-listing/raffel-tower-for-sale-by-ck-ong-35568670,condominium
For Sale - Mira Residence,https://www.propertyguru.com.my/property-listing/mira-residence-for-sale-by-ck-ong-35463128,condominium
For Sale - Waterside Residence,https://www.propertyguru.com.my/property-listing/waterside-residence-for-sale-by-kelvin-ooi-35442556,condominium
For Sale - Waterside Residence,https://www.propertyguru.com.my/property-listing/waterside-residence-for-sale-by-kelvin-ooi-35442495,condominium
For Sale - Golden Triangle 2,https://www.propertyguru.com.my/property-listing/golden-triangle-2-for-sale-by-millie-chew-35510692,condominium
For Sale - QuayWest Residence,https://www.propertyguru.com.my/property-listing/quaywest-residence-for-sale-by-kelvin-ooi-35943590,condominium
For Sale - SummerSkye Residences,https://www.propertyguru.com.my/property-listing/summerskye-residences-for-sale-by-angie-khoo-35943624,condominium
For Sale - One Foresta @ Bayan Lepas,https://www.propertyguru.com.my/property-listing/one-foresta-bayan-lepas-for-sale-by-teoh-kim-leong-35802235,condominium
For Sale - By The Sea,https://www.propertyguru.com.my/property-listing/by-the-sea-for-sale-by-william-kc-wong-31257595,condominium
For Sale - Birch Regency - Times Square,https://www.propertyguru.com.my/property-listing/birch-regency-times-square-for-sale-by-sh-lim-35616302,condominium
For Sale - Greenlane Heights Block E,https://www.propertyguru.com.my/property-listing/greenlane-heights-block-e-for-sale-by-freddy-tan-35770959,condominium
For Sale - Triuni Residences @ The Sanctuary,https://www.propertyguru.com.my/property-listing/triuni-residences-the-sanctuary-for-sale-by-abby-khor-35936338,condominium
For Sale - U-Garden Resort Condominium,https://www.propertyguru.com.my/property-listing/u-garden-resort-condominium-for-sale-by-iris-tan-35865056,condominium
For Sale - Mutiara Heights,https://www.propertyguru.com.my/property-listing/mutiara-heights-for-sale-by-iris-tan-35865151,condominium
For Sale - The Regency,https://www.propertyguru.com.my/property-listing/the-regency-for-sale-by-sam-kam-30221597,condominium
For Sale - Residential Condominium 2022 Below 400K,https://www.propertyguru.com.my/property-listing/residential-condominium-2022-below-400k-for-sale-by-zainab-abdul-rahman-35912710,condominium
For Sale - Marinox Sky Villas,https://www.propertyguru.com.my/property-listing/marinox-sky-villas-for-sale-by-amanda-lam-35302500,condominium
For Sale - Marinox Sky Villas,https://www.propertyguru.com.my/property-listing/marinox-sky-villas-for-sale-by-amanda-lam-35673496,condominium
For Sale - All Seasons Park,https://www.propertyguru.com.my/property-listing/all-seasons-park-for-sale-by-jia-yong-35919636,condominium
For Sale - The Amarene @ Ideal Vision Park,https://www.propertyguru.com.my/property-listing/the-amarene-ideal-vision-park-for-sale-by-edwin-ng-35083514,condominium
For Sale - Skyridge Garden @ Tanjung Tokong,https://www.propertyguru.com.my/property-listing/skyridge-garden-tanjung-tokong-for-sale-by-edwin-ng-33444945,condominium
For Sale - Arena Residence @ The Arena,https://www.propertyguru.com.my/property-listing/arena-residence-the-arena-for-sale-by-erica-tan-35758566,condominium
For Sale - Aston Acacia @Bukit Mertajam,https://www.propertyguru.com.my/property-listing/aston-acacia-bukit-mertajam-for-sale-by-edwin-ong-35241623,condominium
For Sale - The Cove,https://www.propertyguru.com.my/property-listing/the-cove-for-sale-by-nikki-cheah-35312591,condominium
For Sale - 10 Island Resort,https://www.propertyguru.com.my/property-listing/10-island-resort-for-sale-by-may-tan-35932766,condominium
For Sale - Grace Residence,https://www.propertyguru.com.my/property-listing/grace-residence-for-sale-by-edwin-ong-35699995,condominium
For Sale - Skycube Residence,https://www.propertyguru.com.my/property-listing/skycube-residence-for-sale-by-a-ee-ee-35832392,condominium
For Sale - Tropicana Bay Residences,https://www.propertyguru.com.my/property-listing/tropicana-bay-residences-for-sale-by-christine-lim-35730427,condominium
For Sale - The Tamarind @ Seri Tanjung Pinang,https://www.propertyguru.com.my/property-listing/the-tamarind-seri-tanjung-pinang-for-sale-by-fred-lim-30184486,condominium
For Sale - The Tamarind @ Seri Tanjung Pinang,https://www.propertyguru.com.my/property-listing/the-tamarind-seri-tanjung-pinang-for-sale-by-fred-lim-35465081,condominium
For Sale - Regency Heights Condo,https://www.propertyguru.com.my/property-listing/regency-heights-condo-for-sale-by-cris-ng-35927090,condominium
For Sale - Ocean View Residences @ Harbour Place,https://www.propertyguru.com.my/property-listing/ocean-view-residences-harbour-place-for-sale-by-gladys-kock-30663069,condominium
For Sale - 3 Residence,https://www.propertyguru.com.my/property-listing/3-residence-for-sale-by-jia-yong-35865555,condominium
For Sale - Maritime Suite,https://www.propertyguru.com.my/property-listing/maritime-suite-for-sale-by-swee-xiong-35389142,condominium
For Sale - Beacon Executive Suites,https://www.propertyguru.com.my/property-listing/beacon-executive-suites-for-sale-by-swee-xiong-33917900,condominium
For Sale - Mira Residence,https://www.propertyguru.com.my/property-listing/mira-residence-for-sale-by-eugene-ye-tan-35641991,condominium
For Sale - Grandview Condominium,https://www.propertyguru.com.my/property-listing/grandview-condominium-for-sale-by-eugene-ye-tan-34397286,condominium
For Sale - Setia V Residences @ Gurney Drive,https://www.propertyguru.com.my/property-listing/setia-v-residences-gurney-drive-for-sale-by-sam-kam-30406948,condominium
For Sale - Taman Pelangi Indah Apartment,https://www.propertyguru.com.my/property-listing/taman-pelangi-indah-apartment-for-sale-by-stephanie-lim-35737663,condominium
For Sale - Penang Island hottest project nearby Penang Bridge,https://www.propertyguru.com.my/property-listing/penang-island-hottest-project-nearby-penang-bridge-for-sale-by-sharon-ong-29823512,condominium
For Sale - New completed project nearby airport with Fully Furnished,https://www.propertyguru.com.my/property-listing/new-completed-project-nearby-airport-with-fully-furnished-for-sale-by-sharon-ong-33894485,condominium
For Sale - Setia Tri-Angle Residential Condominiums,https://www.propertyguru.com.my/property-listing/setia-tri-angle-residential-condominiums-for-sale-by-mj-zie-33987367,condominium
For Sale - Ramah Pavilion,https://www.propertyguru.com.my/property-listing/ramah-pavilion-for-sale-by-elson-dee-35557640,condominium
For Sale - QuayWest Residence,https://www.propertyguru.com.my/property-listing/quaywest-residence-for-sale-by-elson-dee-35791340,condominium
For Sale - i-Santorini,https://www.propertyguru.com.my/property-listing/i-santorini-for-sale-by-elson-dee-35669887,condominium
For Sale - Andaman @ Quayside,https://www.propertyguru.com.my/property-listing/andaman-quayside-for-sale-by-dominic-ong-33722061,condominium
For Sale - 3 Residence,https://www.propertyguru.com.my/property-listing/3-residence-for-sale-by-scott-seow-35203190,condominium
For Sale - Birch The Plaza - Times Square,https://www.propertyguru.com.my/property-listing/birch-the-plaza-times-square-for-sale-by-edwin-ong-34575332,condominium
For Sale - Vivo Executive Apartment,https://www.propertyguru.com.my/property-listing/vivo-executive-apartment-for-sale-by-edwin-ong-33625680,condominium
For Sale - Alila2,https://www.propertyguru.com.my/property-listing/alila2-for-sale-by-edwin-ong-34477813,condominium
For Sale - Andaman @ Quayside,https://www.propertyguru.com.my/property-listing/andaman-quayside-for-sale-by-sam-kam-33656475,condominium
For Sale - City Of Dreams Penang,https://www.propertyguru.com.my/property-listing/city-of-dreams-penang-for-sale-by-carine-low-33621928,condominium
For Sale - Mutiara Villa Condominium,https://www.propertyguru.com.my/property-listing/mutiara-villa-condominium-for-sale-by-carine-low-30811298,condominium
For Sale - Quayside Seafront Resort Condominiums,https://www.propertyguru.com.my/property-listing/quayside-seafront-resort-condominiums-for-sale-by-carine-low-31474695,condominium
For Sale - City Of Dreams Penang,https://www.propertyguru.com.my/property-listing/city-of-dreams-penang-for-sale-by-carine-low-35922016,condominium
For Sale - Casa Impian,https://www.propertyguru.com.my/property-listing/casa-impian-for-sale-by-fanny-moey-35812261,condominium
For Sale - The Rise Collection 2,https://www.propertyguru.com.my/property-listing/the-rise-collection-2-for-sale-by-fanny-moey-35831205,condominium
For Sale - Quayside Seafront Resort Condominiums,https://www.propertyguru.com.my/property-listing/quayside-seafront-resort-condominiums-for-sale-by-mj-zie-34296346,condominium
For Sale - Urban Suites,https://www.propertyguru.com.my/property-listing/urban-suites-for-sale-by-serry-elias-34029924,condominium
For Sale - Moonlight Bay Condovilla,https://www.propertyguru.com.my/property-listing/moonlight-bay-condovilla-for-sale-by-scott-seow-35682075,condominium
For Sale - Quay West Residence,https://www.propertyguru.com.my/property-listing/quay-west-residence-for-sale-by-louis-lim-35916567,condominium
For Sale - Marinox Sky Villas,https://www.propertyguru.com.my/property-listing/marinox-sky-villas-for-sale-by-fred-lim-33354526,condominium
For Sale - Marinox Sky Villas,https://www.propertyguru.com.my/property-listing/marinox-sky-villas-for-sale-by-fred-lim-33354503,condominium
For Sale - Marinox Sky Villas,https://www.propertyguru.com.my/property-listing/marinox-sky-villas-for-sale-by-fred-lim-33354617,condominium
For Sale - Marinox Sky Villas,https://www.propertyguru.com.my/property-listing/marinox-sky-villas-for-sale-by-fred-lim-33354551,condominium
For Sale - Marinox Sky Villas,https://www.propertyguru.com.my/property-listing/marinox-sky-villas-for-sale-by-fred-lim-33354562,condominium
For Sale - The Latitude,https://www.propertyguru.com.my/property-listing/the-latitude-for-sale-by-fred-lim-33354450,condominium
For Sale - The Latitude,https://www.propertyguru.com.my/property-listing/the-latitude-for-sale-by-fred-lim-30259561,condominium
For Sale - The Latitude,https://www.propertyguru.com.my/property-listing/the-latitude-for-sale-by-fred-lim-33355623,condominium
For Sale - Skycube Residence,https://www.propertyguru.com.my/property-listing/skycube-residence-for-sale-by-edwin-ng-35417278,condominium
"For Sale - Raffles Tower, Bukit Gambier",https://www.propertyguru.com.my/property-listing/raffles-tower-bukit-gambier-for-sale-by-jonathan-lee-35397109,condominium
For Sale - New Condo Project just 3mins from Penang Airport,https://www.propertyguru.com.my/property-listing/new-condo-project-just-3mins-from-penang-airport-for-sale-by-kimberlyn-lim-35344468,condominium
For Sale - Airbnb Service Apartments in Penang Island,https://www.propertyguru.com.my/property-listing/airbnb-service-apartments-in-penang-island-for-sale-by-kimberlyn-lim-34920541,condominium
For Sale - New Condo in Greenlane Centre of Penang Island,https://www.propertyguru.com.my/property-listing/new-condo-in-greenlane-centre-of-penang-island-for-sale-by-kimberlyn-lim-35724802,condominium
For Sale - Infinity Beachfront Condo,https://www.propertyguru.com.my/property-listing/infinity-beachfront-condo-for-sale-by-nikki-cheah-35629773,condominium
For Sale - Anggun Residences Batu Kawan,https://www.propertyguru.com.my/property-listing/anggun-residences-batu-kawan-for-sale-by-edwin-ong-35456135,condominium
For Sale - One Imperial,https://www.propertyguru.com.my/property-listing/one-imperial-for-sale-by-s-j-foo-35895554,condominium
For Sale - 3 Residence,https://www.propertyguru.com.my/property-listing/3-residence-for-sale-by-scott-seow-35203113,condominium
For Sale - Triuni Residences @ The Sanctuary,https://www.propertyguru.com.my/property-listing/triuni-residences-the-sanctuary-for-sale-by-edwin-ng-35790463,condominium
For Sale - Vista Gambier,https://www.propertyguru.com.my/property-listing/vista-gambier-for-sale-by-hailey-wong-35861913,condominium
For Sale - Raffel Tower,https://www.propertyguru.com.my/property-listing/raffel-tower-for-sale-by-scott-seow-35614864,condominium
For Sale - Surin,https://www.propertyguru.com.my/property-listing/surin-for-sale-by-sunny-lai-35849307,condominium
For Sale - Versa Junior Apartment,https://www.propertyguru.com.my/property-listing/versa-junior-apartment-for-sale-by-aspen-vision-city-sdn-bhd-34489965#3674,condominium
For Sale - Rubica @ Harbour Place,https://www.propertyguru.com.my/property-listing/rubica-harbour-place-for-sale-by-osk-property-34400659#3664,condominium
For Sale - Beacon Executive Suites,https://www.propertyguru.com.my/property-listing/beacon-executive-suites-for-sale-by-aspen-vision-builders-sdn-bhd-33735672#3346,condominium
For Sale - Setia V Residences @ Gurney Drive,https://www.propertyguru.com.my/property-listing/setia-v-residences-gurney-drive-for-sale-by-kay-pride-sdn-bhd-s-p-setia-bhd-group-31994700#2451,condominium
For Sale - Setia Sky Ville @ Jelutong Penang,https://www.propertyguru.com.my/property-listing/setia-sky-ville-jelutong-penang-for-sale-by-s-p-setia-31994250#2441,condominium
For Sale - Eco Terraces,https://www.propertyguru.com.my/property-listing/eco-terraces-for-sale-by-eco-terraces-development-sdn-bhd-30614282#1196,condominium
For Sale - Ferringhi Residence 2,https://www.propertyguru.com.my/property-listing/ferringhi-residence-2-for-sale-by-mah-sing-group-berhad-30541534#725,condominium
For Sale - D'Zone Condominium,https://www.propertyguru.com.my/property-listing/d-zone-condominium-for-sale-by-palmex-industries-sdn-bhd-30528033#506,condominium
For Sale - Skyridge Garden @ Tanjung Tokong,https://www.propertyguru.com.my/property-listing/skyridge-garden-tanjung-tokong-for-sale-by-eric-choong-35968926,condominium
For Sale - Skyridge Garden @ Tanjung Tokong,https://www.propertyguru.com.my/property-listing/skyridge-garden-tanjung-tokong-for-sale-by-eric-choong-35968926,condominium
For Sale - Desa Rahmat,https://www.propertyguru.com.my/property-listing/desa-rahmat-for-sale-by-brandon-yeap-35968859,condominium
For Sale - Desa Rahmat,https://www.propertyguru.com.my/property-listing/desa-rahmat-for-sale-by-brandon-yeap-35968859,condominium
For Sale - 3 Residence,https://www.propertyguru.com.my/property-listing/3-residence-for-sale-by-eric-choong-35968903,condominium
For Sale - 3 Residence,https://www.propertyguru.com.my/property-listing/3-residence-for-sale-by-eric-choong-35968903,condominium
